# ---------------------------------------------------------------------------
# 
# This file contains the Human Interactome used in:
# 
# Uncovering Disease-Disease Relationships Through The Human Interactome
#
# by Joerg Menche, Amitabh Sharma, Maksim Kitsak, Susan Dina
#    Ghiassian, Marc Vidal, Joseph Loscalzo & Albert-Laszlo Barabasi
#
#
# FILE FORMAT: 3 tab-separated columns, 3rd column contains
# semicolon-separated sub-entries
#
# Each line in the table correponds to one interaction
# Columns 1 & 2 give the gene IDs of the two interacting proteins. 
# Column 3 gives the type of the interation, compare with SOM Section 1.1.1:
# (i)   regulatory
# (ii)  binary
# (iii) literature
# (iv)  metabolic
# (v)   complexes
# (vi)  kinase
# (vii) signaling
#
# ---------------------------------------------------------------------------
# gene_ID_1	 gene_ID_2	data_source(s)
5595	8352	kinase
2203	5214	metabolic
55168	65993	complexes
2091	3551	literature
4086	864	literature
29993	8976	literature;signaling
5552	9802	binary
4691	4791	literature
6927	7364	regulatory
1003	5787	literature;signaling
55367	8737	literature
25865	5581	kinase
171483	55195	binary
4698	4722	complexes
4110	9589	binary;literature;signaling
51081	65993	complexes
29979	9516	binary
10618	1398	binary;literature
50807	7311	literature
114294	54148	complexes
24144	94104	complexes
57461	9416	complexes
137196	386675	binary
5595	653361	kinase
28964	5062	literature
24148	3190	complexes
1017	55071	kinase
1749	4487	literature
8027	9146	binary;literature;signaling
10078	64395	binary
2623	8841	literature
3183	3187	complexes
27347	6557	literature
7170	93426	binary
167838	51562	binary
6203	6209	complexes
3837	7416	literature
1665	51649	literature
7185	839	literature;signaling
55666	7993	literature
5686	5704	complexes;literature
4736	7534	literature
8848	9361	literature
1739	2066	literature;signaling
598	8739	binary;literature;signaling
2969	9063	literature;signaling
6129	6232	complexes
5682	5704	complexes;literature
5329	7297	literature;signaling
10813	8312	binary;literature;signaling
230	529	literature
51115	6655	literature
498	8664	literature
5250	6895	literature
10658	3187	literature
10768	9963	binary
50628	6129	literature
57532	83897	binary
10048	5566	literature
4682	4692	literature
4089	8928	complexes;literature;signaling
11338	6434	complexes
3065	55806	literature;signaling
29113	9899	literature
5824	5825	binary;literature
10241	23201	binary
55055	60561	literature
4580	55735	literature
1459	4676	literature;signaling
1457	6249	kinase
6191	9020	literature
64786	80254	binary
1956	8343	literature
1499	9372	binary;literature;signaling
2936	84264	metabolic
4292	4437	binary
10661	7316	literature
2533	7408	literature;signaling
9953	9954	metabolic
5709	5717	complexes;literature
3554	5583	kinase
2521	3609	complexes;literature;signaling
2065	5999	literature;signaling
4208	55777	literature
3188	6210	literature
3551	4615	literature
25777	9146	literature
373	83640	binary
2885	9712	literature
282991	4232	signaling
6279	6279	literature
10728	192670	literature
2033	6598	complexes
1974	9043	literature
11236	65264	literature
2534	3708	literature;signaling;kinase
672	7482	literature
10165	8607	literature
1050	4609	literature;signaling
5928	6185	signaling
1375	55326	metabolic
3717	5788	literature;signaling
4057	4589	literature;signaling
2960	6601	complexes
11331	23345	literature
3717	5058	kinase
147872	84696	binary
7067	9586	literature
213	5544	literature
5693	9861	complexes;literature
326624	5868	literature;signaling
22981	51266	binary;literature;signaling
55646	6135	complexes;literature
27183	9525	literature
117178	1912	binary
118	5583	kinase
57187	6625	complexes
1020	4205	literature;signaling;kinase
57562	6829	binary;literature;signaling
10524	10933	complexes
51138	5430	complexes
3676	7412	complexes
51362	94104	complexes
373509	6510	literature
5534	9478	literature
220082	80705	binary
80705	9841	binary
1660	24144	complexes
2673	5563	literature
51755	84321	complexes
2113	6955	regulatory
3091	54583	literature
8853	9238	literature
10989	6130	literature
1660	5940	literature
6155	72	complexes
4171	6347	literature
4831	5049	literature
658	79674	literature;signaling
4057	55600	literature
6628	9410	complexes
10910	6285	literature;signaling
6139	64969	literature
372	9817	literature
5495	8761	literature
146664	84985	binary
1964	7189	literature
6891	6892	literature
4731	54539	complexes
51082	5441	literature
1659	9410	complexes
2099	5452	literature
1060	8451	complexes
7319	79577	literature
3188	6201	literature
55052	57129	complexes
5279	9487	metabolic
80125	9513	binary;literature;signaling
27043	6714	literature;signaling;kinase
57129	65008	complexes
3065	6839	literature;signaling
3198	3198	binary
4703	84665	literature
4188	51162	binary
158405	6919	binary
22882	6237	literature
6129	6223	complexes;literature
5347	8881	kinase
3978	56655	complexes
54840	57658	literature;signaling
3552	6667	regulatory
24144	84321	complexes
10450	9775	complexes
10152	7456	binary
5213	6613	literature
6158	7311	complexes
23345	5245	literature
1956	6655	literature;signaling
22890	4193	literature
23710	64786	literature
3065	5989	literature
29082	8621	literature;signaling
23650	3059	literature
64777	7322	literature
55299	55646	complexes;literature
128312	6046	literature;signaling
51474	7532	literature;signaling
2946	2947	literature
10492	1660	literature
2113	3687	regulatory
54148	64928	complexes
3768	6645	literature;signaling
3297	6597	literature;signaling
23054	2908	literature;signaling
26073	8848	literature
57562	81488	binary;literature;signaling
26156	6187	complexes;literature
11124	197131	literature
3394	9636	regulatory
142685	55660	literature
226	5832	metabolic
11269	6194	literature
27292	3326	literature
1398	56142	binary;literature
2963	476	literature
284001	55633	binary
84735	8854	metabolic
6772	8554	literature;signaling
51096	5929	literature
2932	54972	literature;signaling
54458	55697	binary
55196	55763	binary;literature
25804	8896	complexes
497661	6235	complexes
55954	6632	complexes
1059	11335	complexes
1652	9641	literature
5578	6000	literature;kinase
10421	22826	complexes
3984	6093	literature;signaling;kinase
26121	9295	complexes
63978	79666	binary
29920	6498	binary;literature;signaling
50628	6175	literature
6574	6667	regulatory
147872	84975	binary
2908	9729	literature
29115	6945	binary;literature
4605	6502	literature;signaling
10488	78988	binary
27330	5595	signaling
10492	6152	literature
2885	54058	binary;literature
10643	6950	literature
11218	6813	literature;signaling
221120	2801	binary
5111	6152	literature
10393	5518	literature
10289	10480	literature
6132	6154	complexes;literature
220988	8767	literature
324	7145	literature
116173	60314	binary
10971	3875	binary;literature
132660	1875	literature
10615	54535	binary
54457	6872	literature
10642	6203	complexes;literature
10484	9919	literature
29993	7316	literature
10971	51111	literature
1644	367	binary;literature
5269	5624	literature;signaling
4734	7805	binary;literature;signaling
6598	9343	complexes
54819	9584	binary
3211	3211	literature
2332	5813	literature
404734	7531	literature
27258	6627	complexes
4061	919	literature
5709	79084	literature
23428	570	literature
1654	6156	literature
25999	5582	literature
2483	51503	complexes
150	2770	literature;signaling
3178	8971	complexes
57862	80321	binary
336	341	literature;signaling
6159	6202	complexes;literature
1399	4914	literature
10856	10856	literature
192670	203068	literature
10920	3705	literature
54518	7408	complexes;literature;signaling
117583	2810	literature
2661	659	literature;signaling
79084	9775	literature
6880	720	literature
51602	6760	literature
23139	7189	literature;signaling
3099	56893	binary;literature;signaling
255488	7332	binary;literature
10588	10841	metabolic
11331	51191	literature
4088	5518	binary;literature;signaling
10262	9531	binary
2997	339834	binary
83899	9586	binary
11331	5518	literature
10492	6142	literature
2975	5976	literature
10743	1647	signaling
1879	973	regulatory
3320	64343	literature
11186	11186	literature
2353	4089	complexes
54984	6152	literature
2960	6882	literature
6879	6884	complexes;literature
8449	9343	complexes
286499	9722	binary
10525	8793	literature
27292	6159	literature
348	7436	literature;signaling
23020	6184	literature
1452	3836	binary;literature
841	9448	literature;signaling
3561	3600	literature
4067	6521	literature;signaling;kinase
22820	6892	literature;signaling
19	4008	literature;signaling
10467	55257	literature
5584	5587	kinase
22985	80145	complexes
51264	51642	complexes
64750	7136	binary;literature
6134	6667	regulatory
53938	6629	complexes
2026	5105	metabolic
56159	81628	binary;literature;signaling
28957	7818	complexes
1785	22941	literature;signaling
4122	732272	binary
2035	25994	literature
3148	7157	literature;signaling
3308	7994	literature
7048	94	literature;signaling
10772	170506	literature
3661	51588	literature;signaling
10569	8449	complexes
3326	478	literature
10075	8266	literature
10000	1385	kinase
10902	55257	complexes;literature;signaling
127	224	metabolic
1499	5599	kinase
10681	1460	signaling
5430	54583	literature
2810	7465	literature
2963	5435	complexes
11311	5868	literature
1024	9439	complexes;literature
10632	539	complexes
4084	6195	literature;kinase
836	8615	literature;signaling
112399	7428	binary;literature
6181	6949	complexes
2130	545	kinase
1603	201595	complexes
5810	5884	complexes;literature
23560	6139	literature
11017	25804	complexes
6636	6637	complexes;literature
11137	6208	complexes
57003	6130	binary;literature
6173	6175	complexes
10270	5315	signaling
6130	6233	complexes
10262	10465	complexes
5898	60412	literature;signaling
5111	5425	complexes;literature;signaling
6117	7153	complexes
26019	9939	complexes;literature
6386	7189	literature
26608	4343	literature
22916	58509	complexes
6137	6612	literature
140032	6168	complexes
1003	50855	complexes;literature
1314	9276	literature
51619	6477	literature
1998	4067	regulatory
1956	3872	literature;signaling
2274	27332	literature
1643	64708	complexes
5193	5830	binary;literature;signaling
5970	801	literature;signaling
1387	90	literature;signaling
367	5052	binary;literature
497661	6187	complexes
22981	463	binary;literature;signaling
2521	472	kinase
6205	8454	literature
5708	6202	literature
3725	4670	literature;signaling
840	9641	literature
4437	9156	literature
11035	92609	literature
10920	1161	complexes
10475	7329	binary
2688	5702	literature
10436	10657	binary;literature;signaling
2290	4087	literature;signaling
288	8772	literature;signaling
4067	7006	literature;signaling
386682	60370	binary
10643	6168	literature
3725	8820	regulatory
2002	6767	literature
5955	7132	literature
3172	6667	regulatory;literature;signaling
4750	4750	binary;literature
2100	64210	literature;signaling
65080	9310	signaling
51747	9716	complexes
5422	5422	literature
22978	7298	metabolic
1213	408	literature;signaling
4853	80271	signaling
26003	5045	literature
5770	823	literature
114088	51324	binary
1616	3065	literature;signaling
6136	6187	complexes;literature
6189	9329	literature
117178	54927	binary
6636	79084	literature
1994	3192	literature
1612	90249	literature;signaling
25873	6194	complexes
131	501	metabolic
23524	4343	complexes
6401	88	literature;signaling
3205	4211	literature;signaling
1499	2099	literature
2521	5591	kinase
4092	54778	literature;signaling
4316	5340	literature;signaling
388697	6154	literature
25873	8767	literature
23243	54882	literature
6144	6224	complexes;literature
3303	9891	literature;signaling
4193	4201	literature
4067	5588	literature;signaling
5971	6421	literature
7818	9553	complexes
1729	23380	literature
4691	4809	complexes
5275	5644	literature
11338	51340	complexes
49856	55096	literature
23759	6625	complexes
382	6897	literature
7133	8402	literature
23786	93517	binary
163050	23641	binary
4091	54778	literature;signaling
51318	63931	complexes
2634	665	signaling
216	3029	metabolic
6147	9782	literature
387	841	literature
4292	4683	complexes;literature
1054	4302	binary;literature;signaling
706	7917	signaling
10197	6687	binary
23107	6165	literature
55131	6210	complexes
11340	54935	binary
3507	8542	literature
6124	81887	literature
3283	6670	regulatory
53	955	metabolic
10558	9500	literature
10262	64745	binary
57332	6749	complexes
4150	4150	regulatory
1386	5578	kinase
5169	80308	metabolic
23710	83734	literature
1196	1196	binary;literature
4171	5000	literature
1984	5966	binary
2004	8554	literature;signaling
2038	5568	kinase
10193	84445	binary
10643	9984	complexes
5217	6449	binary;literature;signaling
253430	3635	metabolic
55577	64841	metabolic
1326	3959	literature
51263	64969	complexes
24140	9943	literature
5557	5981	complexes
55536	80321	binary
10128	5966	literature
10971	408	literature
22999	9545	literature
8576	9802	binary
115207	9474	literature
3181	6633	complexes
1655	6430	complexes
23114	286	literature;signaling
160	3092	binary;literature;signaling
145226	157506	metabolic
25978	5119	complexes
3609	6130	complexes;literature
1725	5874	binary
9112	9219	complexes;literature
10018	140735	literature
6142	8087	literature
11073	4361	complexes
60	9051	literature
51069	64969	complexes
2130	4796	literature
8487	9775	literature
1327	4519	metabolic
65003	65080	complexes
3932	920	literature;signaling
10488	7781	binary
208	5728	kinase
1798	54344	metabolic
4004	8861	binary;literature;signaling
2534	3717	literature;signaling
5376	821	literature;signaling
1326	3312	literature
3561	3574	literature
10987	3172	signaling
1387	84441	literature;signaling
4214	6748	literature
1147	3313	literature
3181	58509	complexes
4804	4915	literature;signaling
125115	340075	binary
11100	7157	binary;literature
64949	64969	complexes
2874	8431	literature
4036	6328	literature
4486	7534	literature;signaling
2521	8175	literature
4538	4706	complexes
1687	5764	binary;literature
51160	5987	binary
27292	6193	literature
3845	9770	binary;literature
23309	5993	literature
6202	6206	complexes;literature
29893	367	literature;signaling
10023	1855	literature;signaling
7329	9111	binary
4089	7554	literature;signaling
53616	9211	literature
7531	90362	literature
60488	64969	complexes
10207	2903	literature;signaling
4869	6191	literature
4605	7314	literature;signaling
151871	1857	binary;literature;signaling
5496	9092	complexes
10241	6233	binary
4176	9240	binary
28964	7041	literature;signaling
5499	64434	binary;literature
64979	64983	complexes
10461	2621	literature;signaling
382	6185	literature
2904	5788	binary;literature
5684	8676	binary;literature;signaling
115207	5970	literature
8451	9616	literature;signaling
2130	4287	binary;literature;signaling
6144	6234	complexes
324	7594	literature
7170	8412	literature
51655	9782	binary
1994	22907	literature
2176	4869	literature
8899	9295	complexes
